"CountryCode","SeriesCode","DESCRIPTION",
"TLS","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TLS","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"TLS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TLS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TLS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TLS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TLS","NY.GDP.PETR.RT.ZS","GDP data excludes oil output.",
"TLS","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"TLS","NY.GDP.TOTL.RT.ZS","GDP data excludes oil output.",
"TLS","MS.MIL.XPND.ZS","2007 SIPRI estimates.",
"TLS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TLS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TLS","MS.MIL.XPND.GD.ZS","2007 SIPRI estimates.",
"TLS","SE.XPD.TOTL.GD.ZS","GDP does not include the income from petroleum.",
"TLS","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"TLS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014). GDP data excludes oil output.",
"TLS","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"TON","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TON","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"TON","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TON","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TON","IT.NET.USER.ZS","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TON","SG.GEN.PARL.ZS","No women were elected in 2008, however one woman was appointed to the Cabinet. As cabinet ministers also sit in parliament, there is one woman out of a total of 32 members.",
"TON","IT.NET.BBND.P2","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","IT.NET.BBND","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TON","IT.MLT.MAIN","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TON","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TON","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TON","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"TON","IT.CEL.SETS.P2","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TON","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TON","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TON","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999, 2000 Source: National Reserve Bank of Tonga.",
"TON","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TON","IT.CEL.SETS","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TON","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TON","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TON","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country.  Long-term private nonguaranteed debt data are not available.  Short-term debt for 2021 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021.",
"TON","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TON","IT.MLT.MAIN.P2","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TON","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"TON","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TTO","MS.MIL.XPND.GD.ZS","1968-1975 highly uncertain data.",
"TTO","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TTO","IT.CEL.SETS","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TTO","IT.NET.USER.ZS","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TTO","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"TTO","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"TTO","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TTO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TTO","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TTO","IT.NET.BBND.P2","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","IT.NET.BBND","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TTO","MS.MIL.XPND.ZS","1968-1975 highly uncertain data.",
"TTO","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TTO","MS.MIL.XPND.CN","1968-1975 highly uncertain data.",
"TTO","IT.MLT.MAIN","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","IT.MLT.MAIN.P2","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TTO","IT.CEL.SETS.P2","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","MS.MIL.XPND.CD","1968-1975 highly uncertain data.",
"TTO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TTO","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","IT.MLT.MAIN.P2","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. From 2009 including nationals residing abroad.",
"TUN","IT.CEL.SETS","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"TUN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TUN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TUN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TUN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TUN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TUN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","MS.MIL.XPND.ZS","1960-1964 SIPRI estimates.",
"TUN","IT.NET.BBND.P2","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TUN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","IT.MLT.MAIN","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","IT.NET.BBND","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","MS.MIL.XPND.CD","1960-1964 SIPRI estimates.",
"TUN","IT.NET.USER.ZS","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TUN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TUN","MS.MIL.XPND.CN","1960-1964 SIPRI estimates.",
"TUN","MS.MIL.XPND.GD.ZS","1960-1964 SIPRI estimates.",
"TUN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"TUN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"TUN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TUN","IT.CEL.SETS.P2","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TUN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUN","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"TUN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUR","IT.MLT.MAIN","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TUR","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TUR","IS.RRS.PASG.KM","Source: OECD",
"TUR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"TUR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","IT.NET.BBND","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TUR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TUR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TUR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TUR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TUR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"TUR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TUR","IT.NET.BBND.P2","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TUR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TUR","IT.MLT.MAIN.P2","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2007 Turkish citizens resident abroad are included.",
"TUR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","IS.RRS.GOOD.MT.K6","Source: OECD",
"TUR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUR","IT.CEL.SETS.P2","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TUR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TUR","IT.CEL.SETS","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TUR","IT.NET.USER.ZS","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2001, 2002: country data. From 2001 including expenditure of the nationals residing abroad.",
"TUV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TUV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TUV","IT.MLT.MAIN.P2","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","IT.NET.BBND","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","IT.CEL.SETS.P2","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TUV","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TUV","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUV","IT.MLT.MAIN","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","IT.NET.USER.ZS","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TUV","IT.CEL.SETS","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TUV","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TUV","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TUV","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUV","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TUV","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 2015-2018 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre",
"TUV","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"TUV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TUV","IT.NET.BBND.P2","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TZA","IT.NET.USER.ZS","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TZA","DT.DOD.DPPG.CD","Data include debt liabilities of Zanzibar.",
"TZA","NY.GNP.MKTP.PP.KD","Covers mainland Tanzania only.",
"TZA","MS.MIL.XPND.GD.ZS","1967-2002 SIPRI estimates.",
"TZA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TZA","NE.CON.PRVT.PC.KD.ZG","Covers mainland Tanzania only.",
"TZA","SP.POP.TOTL.FE.ZS","Including Zanzibar.",
"TZA","NE.CON.PRVT.PC.KD","Data cover mainland Tanzania only.",
"TZA","SP.POP.TOTL.MA.ZS","Including Zanzibar.",
"TZA","NY.GDP.PCAP.PP.KD","Data cover mainland Tanzania only.",
"TZA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"TZA","IT.NET.BBND.P2","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","MS.MIL.XPND.CN","1967-2002 SIPRI estimates.",
"TZA","NY.GNP.PCAP.CD","Data cover mainland Tanzania only.",
"TZA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"TZA","NY.GDP.PCAP.CD","Data cover mainland Tanzania only.",
"TZA","NY.GNP.PCAP.CN","Data cover mainland Tanzania only.",
"TZA","NY.GNP.PCAP.KD","Data cover mainland Tanzania only.",
"TZA","NY.GNP.PCAP.KD.ZG","Covers mainland Tanzania only.",
"TZA","IT.NET.BBND","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","NY.GDP.PCAP.CN","Data cover mainland Tanzania only.",
"TZA","NY.GDP.PCAP.KD","Data cover mainland Tanzania only.",
"TZA","NY.GDP.PCAP.KD.ZG","Covers mainland Tanzania only.",
"TZA","NY.GDP.PCAP.KN","Data cover mainland Tanzania only.",
"TZA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt for 2021 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.",
"TZA","MS.MIL.XPND.ZS","1967-2002 SIPRI estimates.",
"TZA","NY.GNP.PCAP.KN","Data cover mainland Tanzania only.",
"TZA","NY.GDP.PCAP.PP.CD","Data cover mainland Tanzania only.",
"TZA","MS.MIL.XPND.CD","1967-2002 SIPRI estimates.",
"TZA","NY.GNP.PCAP.PP.KD","Data cover mainland Tanzania only.",
"TZA","NY.GNP.PCAP.PP.CD","Data cover mainland Tanzania only.",
"TZA","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TZA","NY.ADJ.NNTY.PC.KD","Data cover mainland Tanzania only.",
"TZA","NY.ADJ.NNTY.PC.CD","Data cover mainland Tanzania only.",
"TZA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","SP.ADO.TFRT","Including Zanzibar.",
"TZA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"TZA","SP.POP.BRTH.MF","Including Zanzibar.",
"TZA","SP.POP.65UP.TO.ZS","Including Zanzibar.",
"TZA","IT.CEL.SETS","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"TZA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TZA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TZA","SP.POP.65UP.MA.ZS","Including Zanzibar.",
"TZA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TZA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Zanzibar.",
"TZA","IT.MLT.MAIN.P2","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TZA","SP.DYN.TO65.FE.ZS","Including Zanzibar.",
"TZA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TZA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TZA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TZA","SP.DYN.TO65.MA.ZS","Including Zanzibar.",
"TZA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TZA","SP.POP.0014.FE.ZS","Including Zanzibar.",
"TZA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Zanzibar.",
"TZA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","SP.POP.65UP.FE.ZS","Including Zanzibar.",
"TZA","SP.POP.1564.TO.ZS","Including Zanzibar.",
"TZA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TZA","SP.POP.1564.MA.ZS","Including Zanzibar.",
"TZA","SP.POP.1564.FE.ZS","Including Zanzibar.",
"TZA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TZA","IT.MLT.MAIN","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","SP.POP.0014.MA.ZS","Including Zanzibar.",
"TZA","IT.CEL.SETS.P2","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","SP.POP.0014.TO.ZS","Including Zanzibar.",
"UGA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"UGA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"UGA","MS.MIL.XPND.CD","2015-2017 SIPRI estimates.",
"UGA","IT.MLT.MAIN","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"UGA","IT.NET.BBND","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders.",
"UGA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"UGA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"UGA","IT.NET.USER.ZS","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"UGA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"UGA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","IT.CEL.SETS","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","MS.MIL.XPND.CN","2015-2018 SIPRI estimates.",
"UGA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"UGA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"UGA","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"UGA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2020 are World Bank staff estimates based on country reports.. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.",
"UGA","MS.MIL.XPND.ZS","2015-2018 SIPRI estimates.",
"UGA","IT.CEL.SETS.P2","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","IT.MLT.MAIN.P2","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"UGA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"UGA","IT.NET.BBND.P2","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"UGA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"UGA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"UGA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"UGA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"UKR","IS.RRS.PASG.KM","Source: OECD",
"UKR","NY.GNP.PCAP.PP.CD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims.",
"UKR","NY.GNP.PCAP.KN","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims.",
"UKR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UKR","NY.GNP.PCAP.KD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims.",
"UKR","MS.MIL.XPND.GD.ZS","2009-2019 SIPRI estimates.",
"UKR","NY.GNP.PCAP.CN","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims.",
"UKR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"UKR","MS.MIL.XPND.ZS","2009-2019 SIPRI estimates.",
"UKR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"UKR","IT.NET.USER.ZS","State Department of Communications & Information Technology.",
"UKR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
